graph,N,M,avg_degree,density,clustering,assortativity_r,lcc_frac,L_hat,E_hat_unw,E_hat_w
G_base_exclusive_removed,12006,14144,2.3561552557054806,0.00019626449443610832,0.0064675995335665495,0.19355276587150497,0.9976678327502915,100.5492079263032,0.017579893011961972,0.05172395105995932
G_base_allSL_removed,12006,14079,2.345327336331834,0.0001953625436344718,0.006439835637736687,0.18776755385269045,0.9945860403131768,101.54593941931881,0.017358632000961854,0.051113031068920574
G_SL_full,12006,14316,2.384807596201899,0.00019865119501890038,0.008104245135729394,0.23569214191845483,0.9978344161252707,46.083600467484764,0.02840167440085182,0.05212926668914203
